host_id,host_kpi,host_name,host_since_year,host_since_anniversary,host_since_ann_cleaned,host_since_month,host_since_day,host_since_month_cleaned,host_since_day_cleaned,host_since_date,host_account_age,id,neighborhood,neighborhood_cleaned,city,neighborhood_kpi,city_cleaned,state,state_cleaned,zipcode,country,latitude,longitude,location,property_type,room_type,accommodates,bathrooms,bedrooms,bedrooms_kpi,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,number_of_reviews_kpi,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,apx_number_of_stays,est_daily_revenue_include0,est_daily_revenue_include1,est_daily_revenue_include>1,est_daily_revenue,est_revenue_per_booking,est_total_revenue,est_yearly_revenue
10709173,Low,José,2013,POINT(19.0 12.0),19.0 12.0,12.0,19.0,12,19,12/19/2013,5.19,2099811,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37548483,4.858510297,POINT(4.858510297 52.37548483),Apartment,Entire home/apt,4,1,1,1,4,Real Bed,80,2,35,3,within a few hours,1,51,Medium,94,9,10,10,10,9,9,102,,,80,80,240,24480,4719.48
822722,Low,Valery,2011,POINT(15.0 7.0),15.0 7.0,7.0,15.0,7,15,7/15/2011,7.62,1103831,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37243554,4.859669366,POINT(4.859669366 52.37243554),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,100,1,25,2,within a day,1,2,Low,80,10,8,10,9,9,8,4,,125,,125,250,1000,131.28
10714666,Low,Enahm,2013,POINT(19.0 12.0),19.0 12.0,12.0,19.0,12,19,12/19/2013,5.19,2101162,Geuzenveld - Slotermeer,Geuzenveld - Slotermeer,Amsterdam,Low,Amsterdam,North Holland,North Holland,1063 AJ,Netherlands,52.38447404,4.837010827,POINT(4.837010827 52.38447404),Loft,Entire home/apt,2,1,0,0,1,Real Bed,70,2,0,7,within a few hours,0.67,0,Low,95,10,10,10,10,9,9,0,,,70,70,490,0,0.00
10716997,Low,Truusje,2013,POINT(19.0 12.0),19.0 12.0,12.0,19.0,12,19,12/19/2013,5.19,2101657,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 CG,Netherlands,52.37817885,4.888970255,POINT(4.888970255 52.37817885),Bed & Breakfast,Private room,2,1,1,1,1,Real Bed,195,1,0,1,within a few hours,1,1,Low,100,10,10,10,10,10,10,2,,195,,195,195,390,75.19
10718820,Low,Mehdi & Sophie,2013,POINT(19.0 12.0),19.0 12.0,12.0,19.0,12,19,12/19/2013,5.19,2102217,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1077,Netherlands,52.34824154,4.874395624,POINT(4.874395624 52.34824154),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,140,2,50,2,within an hour,0.9,2,Low,90,9,10,8,9,9,8,4,,,140,140,280,1120,215.92
10726948,Low,Sarah,2013,POINT(20.0 12.0),20.0 12.0,12.0,20.0,12,20,12/20/2013,5.18,3420396,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1078 RR,Netherlands,52.34963377,4.909471862,POINT(4.909471862 52.34963377),Apartment,Private room,4,2,1,1,3,Real Bed,89,1,89,2,within an hour,1,33,Low,96,9,10,10,10,9,9,66,,178,,178,356,23496,4532.17
10734385,Low,Bjarne,2013,POINT(20.0 12.0),20.0 12.0,12.0,20.0,12,20,12/20/2013,5.18,3341172,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 TK,Netherlands,52.36871002,4.89323565,POINT(4.89323565 52.36871002),Apartment,Entire home/apt,4,1,2,2,4,Real Bed,198,4,0,4,within a day,0.75,2,Low,100,9,10,10,10,10,7,4,,,198,198,792,3168,611.08
10739626,Low,Tessa,2013,POINT(21.0 12.0),21.0 12.0,12.0,21.0,12,21,12/21/2013,5.18,5407664,Oud-Noord,Former North,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1031 EG,Netherlands,52.39045379,4.910529325,POINT(4.910529325 52.39045379),Apartment,Private room,2,1,1,1,1,Real Bed,60,1,0,2,within an hour,1,0,Low,95,10,10,10,10,9,9,0,,60,,60,120,0,0.00
10739758,Low,Taco,2013,POINT(21.0 12.0),21.0 12.0,12.0,21.0,12,21,12/21/2013,5.18,5610307,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1054 GS,Netherlands,52.36206487,4.87257739,POINT(4.87257739 52.36206487),Apartment,Private room,2,1,1,1,2,Real Bed,89,1,0,2,within a few hours,0.7,0,Low,95,10,10,10,10,9,9,0,,89,,89,178,0,0.00
10739758,Low,Taco,2013,POINT(21.0 12.0),21.0 12.0,12.0,21.0,12,21,12/21/2013,5.18,2106623,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 AN,Netherlands,52.36156852,4.902626754,POINT(4.902626754 52.36156852),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,99,1,20,2,within a few hours,0.7,1,Low,100,10,10,10,10,10,10,2,,119,,119,238,476,91.86
10742804,Low,Bart,2013,POINT(21.0 12.0),21.0 12.0,12.0,21.0,12,21,12/21/2013,5.18,5290113,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1092 CB,Netherlands,52.35834931,4.923198654,POINT(4.923198654 52.35834931),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,90,2,0,2,within an hour,1,0,Low,95,10,10,10,10,9,9,0,,,90,90,180,0,0.00
10745268,Low,Otto,2013,POINT(21.0 12.0),21.0 12.0,12.0,21.0,12,21,12/21/2013,5.18,2107633,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36877246,4.874814762,POINT(4.874814762 52.36877246),Boat,Entire home/apt,4,1,1,1,2,Real Bed,120,2,35,1,within a few hours,0.93,66,Medium,97,10,10,10,10,10,9,132,,,120,120,120,15840,3057.01
825869,Low,Volker,2011,POINT(16.0 7.0),16.0 7.0,7.0,16.0,7,16,7/16/2011,7.61,448831,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017WE,Netherlands,52.36035843,4.889742406,POINT(4.889742406 52.36035843),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,95,2,20,2,within a few hours,0.89,119,High,96,10,10,10,10,10,9,238,,,95,95,190,45220,5938.64
10762267,Low,Maurena,2013,POINT(22.0 12.0),22.0 12.0,12.0,22.0,12,22,12/22/2013,5.18,5844244,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1073 SZ,Netherlands,52.35040626,4.898430689,POINT(4.898430689 52.35040626),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,112,1,0,1,within a day,0.95,0,Low,95,10,10,10,10,9,9,0,,112,,112,112,0,0.00
10762267,Low,Maurena,2013,POINT(22.0 12.0),22.0 12.0,12.0,22.0,12,22,12/22/2013,5.18,5714250,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1072 ED,Netherlands,52.3539933,4.889715906,POINT(4.889715906 52.3539933),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,144,1,0,1,within a day,0.95,0,Low,95,10,10,10,10,9,9,0,,144,,144,144,0,0.00
10776192,Low,Daniel,2013,POINT(23.0 12.0),23.0 12.0,12.0,23.0,12,23,12/23/2013,5.18,2113698,Buitenveldert - Zuidas,Buitenveldert - South axis,Amsterdam,Low,Amsterdam,North Holland,North Holland,1076,Netherlands,52.34252657,4.861039785,POINT(4.861039785 52.34252657),Apartment,Entire home/apt,4,1,2,2,3,Real Bed,100,2,10,2,within a few hours,0.93,24,Low,91,9,9,10,10,9,9,48,,,100,100,200,9600,1854.69
10780873,Low,Dominique,2013,POINT(23.0 12.0),23.0 12.0,12.0,23.0,12,23,12/23/2013,5.18,4764097,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1011 TZ,Netherlands,52.37211699,4.909549435,POINT(4.909549435 52.37211699),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,100,1,0,1,within a day,1,0,Low,95,10,10,10,10,9,9,0,,100,,100,100,0,0.00
10794416,Low,Julia,2013,POINT(24.0 12.0),24.0 12.0,12.0,24.0,12,24,12/24/2013,5.17,4814146,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1013,Netherlands,52.38875365,4.888182977,POINT(4.888182977 52.38875365),Apartment,Private room,2,1,1,1,1,Real Bed,39,1,6,1,within an hour,1,13,Low,78,8,8,10,9,9,8,26,,45,,45,45,1170,226.16
10794416,Low,Julia,2013,POINT(24.0 12.0),24.0 12.0,12.0,24.0,12,24,12/24/2013,5.17,5275268,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1013,Netherlands,52.38999729,4.887733855,POINT(4.887733855 52.38999729),Apartment,Private room,2,1,1,1,1,Real Bed,49,2,19,1,within an hour,1,11,Low,80,9,8,8,8,8,8,22,,,49,49,49,1078,208.38
10811675,Low,Rene,2013,POINT(25.0 12.0),25.0 12.0,12.0,25.0,12,25,12/25/2013,5.17,4225575,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013 CR,Netherlands,52.39163679,4.889534302,POINT(4.889534302 52.39163679),Boat,Entire home/apt,4,2,3,3 or more,3,Real Bed,110,2,30,2,within an hour,1,6,Low,97,9,9,9,10,9,8,12,,,110,110,220,2640,510.58
10819716,Low,Niki,2013,POINT(26.0 12.0),26.0 12.0,12.0,26.0,12,26,12/26/2013,5.17,5725590,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1073 HS,Netherlands,52.34851598,4.894355117,POINT(4.894355117 52.34851598),Apartment,Entire home/apt,4,1.5,2,2,2,Real Bed,200,2,40,3,N/A,1,0,Low,95,10,10,10,10,9,9,0,,,200,200,600,0,0.00
10825685,Low,Roy,2013,POINT(26.0 12.0),26.0 12.0,12.0,26.0,12,26,12/26/2013,5.17,4654838,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1079,Netherlands,52.34211739,4.893409792,POINT(4.893409792 52.34211739),Apartment,Entire home/apt,7,1,2,2,2,Real Bed,289,4,50,3,within an hour,0.95,0,Low,95,10,10,10,10,9,9,0,,,289,289,867,0,0.00
10825685,Low,Roy,2013,POINT(26.0 12.0),26.0 12.0,12.0,26.0,12,26,12/26/2013,5.17,4570480,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1079 DD,Netherlands,52.34081941,4.895083602,POINT(4.895083602 52.34081941),Apartment,Entire home/apt,7,1,2,2,3,Real Bed,289,4,50,2,within an hour,0.95,1,Low,80,8,8,8,8,6,6,2,,,289,289,578,1156,223.69
5271,Low,Tyler,2008,POINT(17.0 12.0),17.0 12.0,12.0,17.0,12,17,12/17/2008,10.19,5500954,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,NH,North Holland,1016 AM,Netherlands,52.3713592,4.888072287,POINT(4.888072287 52.3713592),Apartment,Private room,4,1,1,1,1,Real Bed,140,2,25,2,within a day,0.9,0,Low,95,10,10,10,10,9,9,0,,,140,140,280,0,0.00
78857,Low,Am,2010,POINT(8.0 2.0),8.0 2.0,2.0,8.0,2,8,2/8/2010,9.05,20818,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36318355,4.89964497,POINT(4.89964497 52.36318355),Apartment,Entire home/apt,3,1,1,1,2,Real Bed,80,2,22,2,N/A,1,2,Low,100,10,10,10,10,10,10,4,,,80,80,160,640,70.74
827351,Low,Simon & Jolanda,2011,POINT(16.0 7.0),16.0 7.0,7.0,16.0,7,16,7/16/2011,7.61,5208488,Zuid,South,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1071,Netherlands,52.35862467,4.874844573,POINT(4.874844573 52.35862467),Apartment,Entire home/apt,6,2,3,3 or more,6,Real Bed,350,1,0,5,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,350,,350,1750,0,0.00
10829867,Low,Indra,2013,POINT(26.0 12.0),26.0 12.0,12.0,26.0,12,26,12/26/2013,5.17,2162542,Oud-Noord,Former North,Amsterdam,Low,Amsterdam,North Holland,North Holland,1031,Netherlands,52.38648472,4.901447029,POINT(4.901447029 52.38648472),Apartment,Entire home/apt,4,1.5,3,3 or more,4,Real Bed,130,4,35,5,within a few hours,1,10,Low,100,10,10,10,10,10,10,20,,,130,130,650,13000,2515.56
10842732,Low,Louis,2013,POINT(27.0 12.0),27.0 12.0,12.0,27.0,12,27,12/27/2013,5.17,2125637,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012 EM,Netherlands,52.37214543,4.896824546,POINT(4.896824546 52.37214543),Bed & Breakfast,Private room,2,1,1,1,1,Real Bed,95,1,0,2,within an hour,1,20,Low,94,9,10,10,10,9,9,40,,95,,95,190,7600,1471.41
10842778,Low,Daan,2013,POINT(27.0 12.0),27.0 12.0,12.0,27.0,12,27,12/27/2013,5.17,4864789,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1055,Netherlands,52.37939383,4.855358294,POINT(4.855358294 52.37939383),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,75,1,0,1,N/A,1,0,Low,95,10,10,10,10,9,9,0,,75,,75,75,0,0.00
10844429,Low,Daan En Samantha,2013,POINT(27.0 12.0),27.0 12.0,12.0,27.0,12,27,12/27/2013,5.17,2126012,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1057,Netherlands,52.37109804,4.861188119,POINT(4.861188119 52.37109804),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,199,2,0,5,within an hour,1,15,Low,99,10,10,10,10,10,10,30,,,199,199,995,29850,5779.17
10852032,Low,Gerrit,2013,POINT(27.0 12.0),27.0 12.0,12.0,27.0,12,27,12/27/2013,5.17,2127409,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 JP,Netherlands,52.37198893,4.894953787,POINT(4.894953787 52.37198893),Apartment,Entire home/apt,4,1,1,1,2,Real Bed,135,2,0,2,within an hour,1,58,Medium,93,9,9,9,9,10,9,116,,,135,135,270,31320,6063.77
10862247,Low,Sabrina,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,2936383,Buitenveldert - Zuidas,Buitenveldert - South axis,Amsterdam,Low,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.33337286,4.871242552,POINT(4.871242552 52.33337286),Apartment,Entire home/apt,2,1,1,1,2,Real Bed,85,1,0,1,within a day,0.6,2,Low,100,10,10,10,10,9,9,4,,85,,85,85,340,65.86
10863721,Low,Philip,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,3491262,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1095CJ,Netherlands,52.36417862,4.939211172,POINT(4.939211172 52.36417862),Apartment,Private room,2,1.5,1,1,1,Real Bed,40,1,0,5,within an hour,1,6,Low,83,8,7,9,10,8,8,12,,40,,40,200,2400,464.90
10863932,Low,Andrea & Marc,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,2551330,Slotervaart,Slotervaart,Amsterdam,Low,Amsterdam,North Holland,North Holland,1064,Netherlands,52.36941594,4.836804101,POINT(4.836804101 52.36941594),House,Private room,3,1,1,1,3,Real Bed,85,1,0,2,within a day,0.64,23,Low,97,10,10,10,10,9,10,46,,85,,85,170,7820,1514.81
10864310,Low,Manuel & Beltane,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,2232393,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 DW,Netherlands,52.37469994,4.884204247,POINT(4.884204247 52.37469994),Apartment,Entire home/apt,4,1,2,2,4,Real Bed,144,2,72,4,within an hour,1,24,Low,95,10,10,10,10,10,9,48,,,144,144,576,27648,5355.69
10864605,Low,Thony,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,3187640,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36102693,4.865473211,POINT(4.865473211 52.36102693),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,130,1,0,2,within an hour,0.94,12,Low,90,10,7,10,10,10,9,24,,130,,130,260,6240,1208.75
827351,Low,Simon & Jolanda,2011,POINT(16.0 7.0),16.0 7.0,7.0,16.0,7,16,7/16/2011,7.61,5208390,Zuid,South,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1071 ER,Netherlands,52.35876104,4.875093437,POINT(4.875093437 52.35876104),Apartment,Entire home/apt,6,1,3,3 or more,6,Real Bed,395,1,0,5,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,395,,395,1975,0,0.00
10867286,Low,Fedde,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,2130095,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36661712,4.876104791,POINT(4.876104791 52.36661712),Apartment,Entire home/apt,4,1,2,2,5,Real Bed,195,4,25,4,within a day,0.8,9,Low,98,10,10,10,10,10,10,18,,,195,195,780,14040,2719.68
10875015,Low,Marcel,2013,POINT(28.0 12.0),28.0 12.0,12.0,28.0,12,28,12/28/2013,5.16,4446516,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1012 DN,Netherlands,52.37465388,4.899386186,POINT(4.899386186 52.37465388),House,Private room,2,1,1,1,2,Real Bed,125,1,0,2,within an hour,0.98,4,Low,100,10,10,10,10,10,10,8,,125,,125,250,2000,387.42
10881230,Low,Manon,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,2132517,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35968313,4.870287137,POINT(4.870287137 52.35968313),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,220,1,0,3,within a few hours,0.9,8,Low,97,9,10,10,10,10,10,16,,220,,220,660,10560,2046.66
10882834,Low,Leontien,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,5239535,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,NH,North Holland,1055 aa,Netherlands,52.3849755,4.879875325,POINT(4.879875325 52.3849755),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,80,1,0,1,within a few hours,0.88,0,Low,95,10,10,10,10,9,9,0,,80,,80,80,0,0.00
10885456,Low,Anne & Roy,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,2133331,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35351306,4.8866989,POINT(4.8866989 52.35351306),Apartment,Private room,2,1,1,1,1,Pull-out Sofa,65,1,9,1,within a day,0.75,51,Medium,89,9,9,9,9,10,8,102,,74,,74,74,7548,1462.90
10886830,Low,Maike,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,2476314,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35315901,4.916506271,POINT(4.916506271 52.35315901),Apartment,Entire home/apt,5,1.5,3,3 or more,3,Real Bed,100,1,0,10,within a day,1,1,Low,100,10,10,10,10,10,10,2,,100,,100,1000,2000,387.63
10887260,Low,Jennieke,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,2133675,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1019 ET,Netherlands,52.36892764,4.944121593,POINT(4.944121593 52.36892764),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,65,1,0,2,within a few hours,1,3,Low,100,10,10,10,10,7,9,6,,65,,65,130,780,151.17
10892406,Low,Miluska,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,4208249,Noord-West,North West,Amsterdam,Low,Amsterdam,North Holland,North Holland,1036 KG,Netherlands,52.40939641,4.90238907,POINT(4.90238907 52.40939641),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,64,1,0,2,within an hour,0.9,7,Low,80,8,10,9,9,8,8,14,,64,,64,128,1792,347.31
10894224,Low,Ernst,2013,POINT(29.0 12.0),29.0 12.0,12.0,29.0,12,29,12/29/2013,5.16,2134950,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36188187,4.894467084,POINT(4.894467084 52.36188187),Apartment,Entire home/apt,4,1,0,0,4,Real Bed,115,2,35,2,within a few hours,1,21,Low,93,10,10,10,10,10,9,42,,,115,115,230,9660,1872.23
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,5878617,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017GE,Netherlands,52.36513395,4.887325836,POINT(4.887325836 52.36513395),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,125,1,0,2,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,125,,125,250,0,0.00
827351,Low,Simon & Jolanda,2011,POINT(16.0 7.0),16.0 7.0,7.0,16.0,7,16,7/16/2011,7.61,1048370,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 DT,Netherlands,52.376901,4.884089079,POINT(4.884089079 52.376901),Boat,Entire home/apt,4,1,2,2,2,Real Bed,325,4,30,4,within a few hours,1,6,Low,97,10,9,10,10,10,9,12,,,325,325,1300,15600,2048.71
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,5710823,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017,Netherlands,52.36483985,4.888171586,POINT(4.888171586 52.36483985),Apartment,Entire home/apt,2,1,1,1,1,Pull-out Sofa,120,1,0,2,within a few hours,1,1,Low,100,10,10,10,10,10,10,2,,120,,120,240,480,93.08
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,2860631,Zuid,South,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1017 GE,Netherlands,52.36008206,4.882382969,POINT(4.882382969 52.36008206),Apartment,Entire home/apt,2,1,0,0,1,Real Bed,115,1,0,2,within a few hours,1,12,Low,95,10,10,10,10,10,10,24,,115,,115,230,5520,1070.41
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,2860016,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017 GE,Netherlands,52.36649728,4.889329323,POINT(4.889329323 52.36649728),Apartment,Entire home/apt,2,1,0,0,1,Pull-out Sofa,100,1,0,3,within a few hours,1,13,Low,95,10,10,10,10,10,9,26,,100,,100,300,7800,1512.54
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,3399014,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 GE,Netherlands,52.36424999,4.886382079,POINT(4.886382079 52.36424999),Apartment,Entire home/apt,2,1,0,0,1,Real Bed,110,1,0,2,within a few hours,1,2,Low,90,9,10,10,10,10,8,4,,110,,110,220,880,170.65
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,5687849,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017 GA,Netherlands,52.36364846,4.888158487,POINT(4.888158487 52.36364846),Apartment,Entire home/apt,2,1,0,0,1,Pull-out Sofa,120,1,0,2,within a few hours,1,0,Low,95,10,10,10,10,9,9,0,,120,,120,240,0,0.00
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,2901618,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 GE,Netherlands,52.3632503,4.88638789,POINT(4.88638789 52.3632503),Apartment,Entire home/apt,2,1,0,0,1,Pull-out Sofa,100,1,0,2,within a few hours,1,13,Low,89,9,10,9,10,10,8,26,,100,,100,200,5200,1008.36
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,2923054,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017 GE,Netherlands,52.36373485,4.887011366,POINT(4.887011366 52.36373485),Apartment,Entire home/apt,2,1,0,0,1,Real Bed,110,1,0,2,within a few hours,1,8,Low,90,10,10,10,10,10,9,16,,110,,110,220,3520,682.58
10905591,Low,Dirk,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,2136910,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017 GE,Netherlands,52.3657371,4.884962676,POINT(4.884962676 52.3657371),Apartment,Entire home/apt,2,1,0,0,1,Real Bed,110,2,0,2,within a few hours,1,10,Low,96,10,10,10,10,10,10,20,,,110,110,220,4400,853.23
10906309,Low,Lynn A,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,1019936,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.38125237,4.882544682,POINT(4.882544682 52.38125237),House,Entire home/apt,6,1.5,2,2,4,Real Bed,150,2,30,3,within an hour,1,6,Low,100,10,10,10,9,10,9,12,,,150,150,450,5400,1047.14
10906816,Low,Florian,2013,POINT(30.0 12.0),30.0 12.0,12.0,30.0,12,30,12/30/2013,5.16,2137159,Watergraafsmeer,Watergraafsmeer,Amsterdam,Low,Amsterdam,North Holland,North Holland,1092 EX,Netherlands,52.35384707,4.927650315,POINT(4.927650315 52.35384707),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,110,1,0,1,within a day,0.67,12,Low,98,10,10,10,10,9,10,24,,110,,110,110,2640,511.94
827351,Low,Simon & Jolanda,2011,POINT(16.0 7.0),16.0 7.0,7.0,16.0,7,16,7/16/2011,7.61,1265431,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37909046,4.885037293,POINT(4.885037293 52.37909046),House,Entire home/apt,4,1,2,2,2,Real Bed,199,2,30,4,within a few hours,1,3,Low,100,9,8,10,10,10,9,6,,,199,199,796,4776,627.22
