host_id,host_kpi,host_name,host_since_year,host_since_anniversary,host_since_ann_cleaned,host_since_month,host_since_day,host_since_month_cleaned,host_since_day_cleaned,host_since_date,host_account_age,id,neighborhood,neighborhood_cleaned,city,neighborhood_kpi,city_cleaned,state,state_cleaned,zipcode,country,latitude,longitude,location,property_type,room_type,accommodates,bathrooms,bedrooms,bedrooms_kpi,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,number_of_reviews_kpi,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,apx_number_of_stays,est_daily_revenue_include0,est_daily_revenue_include1,est_daily_revenue_include>1,est_daily_revenue,est_revenue_per_booking,est_total_revenue,est_yearly_revenue
2193379,Low,Job,2012,POINT(22.0 4.0),22.0 4.0,4.0,22.0,4,22,4/22/2012,6.84,2567754,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1073 EL,Netherlands,52.35518999,4.898938949,POINT(4.898938949 52.35518999),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,73,1,0,1,within an hour,1,24,Low,97,10,9,10,10,9,10,48,,73,,73,73,3504,511.93
200188,Low,George,2010,POINT(13.0 8.0),13.0 8.0,8.0,13.0,8,13,8/13/2010,8.54,45246,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 SV,Netherlands,52.3776764,4.876178649,POINT(4.876178649 52.3776764),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,140,2,20,3,within a few hours,0.86,62,Medium,92,9,9,10,10,10,9,124,,,140,140,420,52080,6099.94
2193528,Low,Lucien,2012,POINT(22.0 4.0),22.0 4.0,4.0,22.0,4,22,4/22/2012,6.84,484179,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35718308,4.895677531,POINT(4.895677531 52.35718308),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,85,2,50,5,within an hour,0.95,20,Low,94,9,8,10,10,10,9,40,,,85,85,425,17000,2483.70
2193861,Low,Marco,2012,POINT(22.0 4.0),22.0 4.0,4.0,22.0,4,22,4/22/2012,6.84,441424,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1019,Netherlands,52.37378685,4.944882122,POINT(4.944882122 52.37378685),House,Entire home/apt,6,1,3,3 or more,4,Real Bed,165,4,20,3,within a few hours,0.9,7,Low,93,9,8,9,9,9,9,14,,,165,165,495,6930,1012.47
2194347,Low,Henk,2012,POINT(22.0 4.0),22.0 4.0,4.0,22.0,4,22,4/22/2012,6.84,5741450,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1015 EA,Netherlands,52.37724607,4.88414909,POINT(4.88414909 52.37724607),House,Entire home/apt,2,1,1,1,1,Real Bed,150,1,25,3,within a few hours,0.89,0,Low,95,10,10,10,10,9,9,0,,175,,175,525,0,0.00
2196820,Low,Genna,2012,POINT(22.0 4.0),22.0 4.0,4.0,22.0,4,22,4/22/2012,6.84,442105,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053,Netherlands,52.37202251,4.87093115,POINT(4.87093115 52.37202251),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,200,2,25,3,within an hour,1,41,Low,99,10,10,10,10,10,10,82,,,200,200,600,49200,7188.12
2197261,Low,Joyce,2012,POINT(22.0 4.0),22.0 4.0,4.0,22.0,4,22,4/22/2012,6.84,2859718,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1051 CM,Netherlands,52.38044967,4.869262935,POINT(4.869262935 52.38044967),Apartment,Entire home/apt,3,2,1,1,1,Real Bed,135,1,0,1,N/A,1,0,Low,95,10,10,10,10,9,9,0,,135,,135,135,0,0.00
2201484,Low,Clarels,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,443064,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38844343,4.886129235,POINT(4.886129235 52.38844343),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,65,2,30,7,within a day,0.89,4,Low,100,9,9,10,10,9,8,8,,,65,65,455,3640,532.02
2201488,Low,Milou,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,445458,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36213912,4.875568457,POINT(4.875568457 52.36213912),Bed & Breakfast,Private room,2,1,1,1,1,Real Bed,59,1,39,3,within a day,0.89,70,Medium,95,9,9,10,10,9,9,140,,98,,98,294,41160,6015.88
2202315,Low,Nike,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,443250,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37899029,4.886819184,POINT(4.886819184 52.37899029),Apartment,Entire home/apt,2,1,1,1,3,Real Bed,105,2,33,2,within a few hours,1,37,Low,97,10,9,10,10,10,9,74,,,105,105,210,15540,2271.30
2202945,Low,Heleen,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,599803,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36551875,4.86449283,POINT(4.86449283 52.36551875),Bed & Breakfast,Entire home/apt,4,1,2,2,4,Real Bed,85,1,30,3,within an hour,1,69,Medium,94,9,9,10,10,9,9,138,,115,,115,345,47610,6958.60
2202945,Low,Heleen,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,445660,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36903273,4.856030058,POINT(4.856030058 52.36903273),Bed & Breakfast,Private room,2,1,1,1,2,Real Bed,65,1,25,2,within an hour,1,91,Medium,96,10,10,10,10,9,9,182,,90,,90,180,32760,4788.15
201541,Low,Floor,2010,POINT(14.0 8.0),14.0 8.0,8.0,14.0,8,14,8/14/2010,8.54,5026987,Oud-Noord,Former North,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1023 AT,Netherlands,52.39189578,4.946460622,POINT(4.946460622 52.39189578),House,Entire home/apt,4,1,2,2,2,Real Bed,99,2,40,2,within an hour,1,0,Low,95,10,10,10,10,9,9,0,,,99,99,198,0,0.00
2204967,Low,Tanya,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,2760802,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1017 RM,Netherlands,52.36062821,4.887434967,POINT(4.887434967 52.36062821),Apartment,Entire home/apt,2,1,0,0,1,Real Bed,110,1,0,2,within a few hours,1,6,Low,96,10,10,10,10,9,10,12,,110,,110,220,2640,385.86
2205770,Low,Vibeke,2012,POINT(23.0 4.0),23.0 4.0,4.0,23.0,4,23,4/23/2012,6.84,1771760,Bos en Lommer,Forest and Shade,Amsterdam,Low,Amsterdam,North Holland,North Holland,1055 XT,Netherlands,52.38245416,4.85318849,POINT(4.85318849 52.38245416),Bed & Breakfast,Private room,3,1,1,1,1,Real Bed,60,2,10,3,within an hour,0.96,60,Medium,91,9,9,10,10,9,9,120,,,60,60,180,21600,3157.02
2209324,Low,Letty,2012,POINT(24.0 4.0),24.0 4.0,4.0,24.0,4,24,4/24/2012,6.84,4498117,Oud-Noord,Former North,Amsterdam,Low,Amsterdam,North Holland,North Holland,1022 XW,Netherlands,52.38737853,4.924997673,POINT(4.924997673 52.38737853),House,Entire home/apt,2,1,2,2,1,Real Bed,75,2,0,6,N/A,1,0,Low,95,10,10,10,10,9,9,0,,,75,75,450,0,0.00
2209555,Low,Virginie,2012,POINT(24.0 4.0),24.0 4.0,4.0,24.0,4,24,4/24/2012,6.84,444672,Watergraafsmeer,Watergraafsmeer,Amsterdam,Low,Amsterdam,North Holland,North Holland,1098,Netherlands,52.34880621,4.940022812,POINT(4.940022812 52.34880621),Apartment,Entire home/apt,5,1,3,3 or more,3,Real Bed,160,4,40,3,within a few hours,1,5,Low,100,9,10,10,10,9,8,10,,,160,160,480,4800,701.84
2218063,Low,Daphne,2012,POINT(25.0 4.0),25.0 4.0,4.0,25.0,4,25,4/25/2012,6.84,1038403,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.36027708,4.942009274,POINT(4.942009274 52.36027708),Apartment,Entire home/apt,2,1,2,2,1,Real Bed,99,1,15,4,within a few hours,0.91,2,Low,95,10,10,10,10,9,9,4,,114,,114,456,1824,266.81
2218390,Low,Jan-Hein,2012,POINT(25.0 4.0),25.0 4.0,4.0,25.0,4,25,4/25/2012,6.84,446765,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1053 HG,Netherlands,52.3661748,4.875906648,POINT(4.875906648 52.3661748),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,110,1,0,5,N/A,1,3,Low,100,10,9,9,10,10,10,6,,110,,110,550,3300,482.71
2219350,Low,Lara,2012,POINT(25.0 4.0),25.0 4.0,4.0,25.0,4,25,4/25/2012,6.84,446896,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36410455,4.867961461,POINT(4.867961461 52.36410455),Apartment,Entire home/apt,6,1,3,3 or more,3,Real Bed,200,4,35,2,within an hour,1,25,Low,96,10,10,10,10,9,9,50,,,200,200,400,20000,2925.51
2220214,Low,Jacob Andrew,2012,POINT(25.0 4.0),25.0 4.0,4.0,25.0,4,25,4/25/2012,6.84,5865680,Noord-Oost,North East,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1025 TT,Netherlands,52.39885858,4.930864274,POINT(4.930864274 52.39885858),Apartment,Entire home/apt,5,1.5,2,2,3,Real Bed,200,1,15,2,within a day,0.8,0,Low,95,10,10,10,10,9,9,0,,215,,215,430,0,0.00
2220214,Low,Jacob Andrew,2012,POINT(25.0 4.0),25.0 4.0,4.0,25.0,4,25,4/25/2012,6.84,5505171,Noord-Oost,North East,Amsterdam,Low,Amsterdam,Noord-Holland,North Holland,1025 TT,Netherlands,52.39951968,4.932509197,POINT(4.932509197 52.39951968),Apartment,Private room,2,1,1,1,1,Real Bed,80,1,15,1,within a day,0.8,0,Low,95,10,10,10,10,9,9,0,,95,,95,95,0,0.00
2227566,Low,Kersten,2012,POINT(26.0 4.0),26.0 4.0,4.0,26.0,4,26,4/26/2012,6.83,448577,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34929642,4.903681971,POINT(4.903681971 52.34929642),Apartment,Private room,2,1,1,1,1,Real Bed,75,2,0,1,a few days or more,0.46,11,Low,98,9,10,10,9,10,9,22,,,75,75,75,1650,241.45
202005,Low,Annemarie,2010,POINT(15.0 8.0),15.0 8.0,8.0,15.0,8,15,8/15/2010,8.53,5150374,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1074 XA,Netherlands,52.3535154,4.90319303,POINT(4.90319303 52.3535154),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,90,1,0,1,within a day,1,4,Low,85,10,9,9,10,10,9,8,,90,,90,90,720,84.39
2227566,Low,Kersten,2012,POINT(26.0 4.0),26.0 4.0,4.0,26.0,4,26,4/26/2012,6.83,619794,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34840115,4.902663617,POINT(4.902663617 52.34840115),Apartment,Private room,2,1,1,1,2,Real Bed,100,2,0,1,a few days or more,0.46,2,Low,90,8,8,10,10,8,8,4,,,100,100,100,400,58.53
2228518,Low,Bo,2012,POINT(26.0 4.0),26.0 4.0,4.0,26.0,4,26,4/26/2012,6.83,2053284,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.39111798,4.878177334,POINT(4.878177334 52.39111798),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,115,1,0,3,within a day,0.5,22,Low,99,10,10,10,10,9,9,44,,115,,115,345,15180,2221.35
2230954,Low,Petra,2012,POINT(26.0 4.0),26.0 4.0,4.0,26.0,4,26,4/26/2012,6.83,1228754,Slotervaart,Slotervaart,Amsterdam,Low,Amsterdam,North Holland,North Holland,1065,Netherlands,52.35993871,4.826336311,POINT(4.826336311 52.35993871),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,59,2,0,1,within an hour,1,91,Medium,90,10,9,10,9,8,9,182,,,59,59,59,10738,1571.34
2231286,Low,Joost,2012,POINT(26.0 4.0),26.0 4.0,4.0,26.0,4,26,4/26/2012,6.83,1949239,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1076,Netherlands,52.3462224,4.864842728,POINT(4.864842728 52.3462224),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,85,2,0,5,within a day,1,1,Low,100,8,10,10,10,10,8,2,,,85,85,425,850,124.38
976980,Low,Brigitte,2011,POINT(16.0 8.0),16.0 8.0,8.0,16.0,8,16,8/16/2011,7.53,3196077,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1051,Netherlands,52.38602038,4.872524932,POINT(4.872524932 52.38602038),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,150,2,35,2,within an hour,1,6,Low,100,10,10,10,10,9,9,12,,,150,150,300,3600,478.11
989159,Low,Jorinde,2011,POINT(18.0 8.0),18.0 8.0,8.0,18.0,8,18,8/18/2011,7.52,3867915,Oud-Oost,Former East,Amsterdam,Low,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35710434,4.907941287,POINT(4.907941287 52.35710434),Apartment,Entire home/apt,3,1,1,1,2,Real Bed,118,2,20,2,within a day,0.9,8,Low,95,10,10,10,10,10,10,16,,,118,118,236,3776,501.85
2234051,Low,Marc,2012,POINT(27.0 4.0),27.0 4.0,4.0,27.0,4,27,4/27/2012,6.83,449775,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1055 RE,Netherlands,52.37886574,4.863809808,POINT(4.863809808 52.37886574),Boat,Entire home/apt,5,1,2,2,3,Real Bed,165,2,25,2,within an hour,1,141,High,96,10,9,10,10,9,9,282,,,165,165,330,93060,13623.31
2235529,Low,Roger,2012,POINT(27.0 4.0),27.0 4.0,4.0,27.0,4,27,4/27/2012,6.83,450811,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36721881,4.898641436,POINT(4.898641436 52.36721881),Apartment,Entire home/apt,2,1.5,1,1,1,Real Bed,70,2,0,2,N/A,1,4,Low,100,10,10,10,10,10,10,8,,,70,70,140,1120,163.96
2235818,Low,Marieke,2012,POINT(27.0 4.0),27.0 4.0,4.0,27.0,4,27,4/27/2012,6.83,1092843,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1072,Netherlands,52.35081046,4.887809305,POINT(4.887809305 52.35081046),Apartment,Entire home/apt,3,1,1,1,1,Real Bed,85,2,25,3,within a few hours,0.94,11,Low,95,10,9,10,10,10,9,22,,,85,85,255,5610,821.26
2238440,Low,Richard En Birgit,2012,POINT(27.0 4.0),27.0 4.0,4.0,27.0,4,27,4/27/2012,6.83,450767,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37007374,4.901695876,POINT(4.901695876 52.37007374),Bed & Breakfast,Entire home/apt,4,1,2,2,3,Real Bed,230,4,50,2,within a day,0.6,6,Low,96,10,10,10,10,10,9,12,,,230,230,460,5520,808.09
202748,Low,Wouter,2010,POINT(16.0 8.0),16.0 8.0,8.0,16.0,8,16,8/16/2010,8.53,45618,Westerpark,Westerpark,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38891827,4.886309184,POINT(4.886309184 52.38891827),Apartment,Entire home/apt,4,1,2,2,3,Real Bed,105,2,15,4,within a day,1,73,Medium,95,9,9,10,10,9,9,146,,,105,105,420,61320,7189.11
2241149,Low,Jessika,2012,POINT(28.0 4.0),28.0 4.0,4.0,28.0,4,28,4/28/2012,6.83,451201,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,unknown,Netherlands,52.35048864,4.894355821,POINT(4.894355821 52.35048864),Apartment,Entire home/apt,4,1,2,2,4,Real Bed,120,2,20,3,within a few hours,0.9,3,Low,93,9,9,8,9,9,9,6,,,120,120,360,2160,316.34
2243396,Low,Ashley,2012,POINT(28.0 4.0),28.0 4.0,4.0,28.0,4,28,4/28/2012,6.83,5690158,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1057,Netherlands,52.36588199,4.859896078,POINT(4.859896078 52.36588199),Apartment,Private room,2,1,1,1,1,Real Bed,90,1,0,1,N/A,1,0,Low,95,10,10,10,10,9,9,0,,90,,90,90,0,0.00
2243649,Low,Martin & Smadar,2012,POINT(28.0 4.0),28.0 4.0,4.0,28.0,4,28,4/28/2012,6.83,451719,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37115531,4.878959761,POINT(4.878959761 52.37115531),Apartment,Entire home/apt,4,1.5,1,1,3,Real Bed,150,2,35,3,within an hour,1,12,Low,93,9,10,10,10,9,9,24,,,150,150,450,10800,1581.68
2243649,Low,Martin & Smadar,2012,POINT(28.0 4.0),28.0 4.0,4.0,28.0,4,28,4/28/2012,6.83,630636,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37642097,4.886571758,POINT(4.886571758 52.37642097),House,Private room,2,1,1,1,1,Real Bed,115,1,0,3,within an hour,1,10,Low,98,9,10,10,10,10,10,20,,115,,115,345,6900,1010.52
2246661,Low,Piet,2012,POINT(29.0 4.0),29.0 4.0,4.0,29.0,4,29,4/29/2012,6.83,867184,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36224926,4.863127867,POINT(4.863127867 52.36224926),Apartment,Entire home/apt,4,1,2,2,2,Real Bed,150,2,0,2,within a few hours,1,120,High,98,10,10,10,10,10,10,240,,,150,150,300,72000,10548.74
2246967,Low,Maaike,2012,POINT(29.0 4.0),29.0 4.0,4.0,29.0,4,29,4/29/2012,6.83,2273433,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 XP,Netherlands,52.38289367,4.881475692,POINT(4.881475692 52.38289367),Apartment,Entire home/apt,2,1,1,1,2,Real Bed,95,1,0,7,within a day,0.6,0,Low,95,10,10,10,10,9,9,0,,95,,95,665,0,0.00
2250933,Low,Suzanne,2012,POINT(29.0 4.0),29.0 4.0,4.0,29.0,4,29,4/29/2012,6.83,3202794,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1059 EM,Netherlands,52.34777507,4.85136931,POINT(4.85136931 52.34777507),Apartment,Entire home/apt,5,1,4,3 or more,4,Real Bed,140,1,0,5,within a day,1,1,Low,100,10,10,10,10,10,10,2,,140,,140,700,1400,205.11
2251567,Low,Barbara,2012,POINT(29.0 4.0),29.0 4.0,4.0,29.0,4,29,4/29/2012,6.83,3305204,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 KN,Netherlands,52.38000743,4.882126137,POINT(4.882126137 52.38000743),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,99,0,0,2,within a day,1,10,Low,98,9,10,10,10,10,9,20,99,,,99,198,3960,580.18
2255820,Low,Jaap,2012,POINT(30.0 4.0),30.0 4.0,4.0,30.0,4,30,4/30/2012,6.82,454056,Oostelijk Havengebied - Indische Buurt,Docklands - Indian Neighborhood,Amsterdam,Low,Amsterdam,North Holland,North Holland,1019,Netherlands,52.37175821,4.950291753,POINT(4.950291753 52.37175821),House,Entire home/apt,4,1,2,2,2,Real Bed,135,1,0,3,N/A,1,12,Low,100,10,10,10,10,10,9,24,,135,,135,405,9720,1424.65
2272095,Low,Katinka,2012,POINT(2.0 5.0),2.0 5.0,5.0,2.0,5,2,5/2/2012,6.82,689623,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1018 ZW,Netherlands,52.37321066,4.924023526,POINT(4.924023526 52.37321066),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,120,2,0,3,within a few hours,0.8,26,Low,95,9,9,9,10,9,9,52,,,120,120,360,18720,2745.98
203202,Low,Sakshin;,2010,POINT(16.0 8.0),16.0 8.0,8.0,16.0,8,16,8/16/2010,8.53,45704,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36928294,4.853327924,POINT(4.853327924 52.36928294),Bed & Breakfast,Private room,2,1,1,1,1,Real Bed,67,2,25,3,within an hour,0.98,143,High,88,9,9,9,9,8,9,286,,,67,67,201,57486,6739.61
2273227,Low,Joost,2012,POINT(2.0 5.0),2.0 5.0,5.0,2.0,5,2,5/2/2012,6.82,4735280,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1016 VV,Netherlands,52.37254262,4.8757601,POINT(4.8757601 52.37254262),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,150,1,0,2,within an hour,1,0,Low,95,10,10,10,10,9,9,0,,150,,150,300,0,0.00
2275084,Low,Louise,2012,POINT(2.0 5.0),2.0 5.0,5.0,2.0,5,2,5/2/2012,6.82,457715,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37683314,4.88189489,POINT(4.88189489 52.37683314),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,140,1,0,3,within a day,0.8,12,Low,98,10,10,10,9,10,10,24,,140,,140,420,10080,1478.60
2276324,Low,Noor,2012,POINT(2.0 5.0),2.0 5.0,5.0,2.0,5,2,5/2/2012,6.82,532727,Zuid,South,Amsterdam,Low,Amsterdam,North Holland,North Holland,1058,Netherlands,52.35397856,4.848756027,POINT(4.848756027 52.35397856),Apartment,Entire home/apt,4,1,2,2,4,Real Bed,89,2,30,1,within a few hours,0.9,11,Low,98,9,10,10,10,9,9,22,,,89,89,89,1958,287.21
2288414,Low,Yahya,2012,POINT(4.0 5.0),4.0 5.0,5.0,4.0,5,4,5/4/2012,6.81,4518443,Slotervaart,Slotervaart,Amsterdam,Low,Amsterdam,North Holland,North Holland,1062,Netherlands,52.35441217,4.840292451,POINT(4.840292451 52.35441217),Apartment,Private room,2,1,1,1,1,Real Bed,49,1,29,1,within a few hours,0.89,5,Low,100,10,10,10,10,10,10,10,,78,,78,78,780,114.51
2289683,Low,Rolf,2012,POINT(4.0 5.0),4.0 5.0,5.0,4.0,5,4,5/4/2012,6.81,4110588,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36041664,4.859507791,POINT(4.859507791 52.36041664),Apartment,Entire home/apt,3,1,2,2,2,Real Bed,119,1,0,6,within a day,0.6,1,Low,100,10,8,10,10,10,6,2,,119,,119,714,1428,209.64
2295375,Low,Mark,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,4631113,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1015,Netherlands,52.38115098,4.88064464,POINT(4.88064464 52.38115098),House,Entire home/apt,4,1,2,2,2,Real Bed,199,1,0,3,within a few hours,0.9,3,Low,100,10,10,10,8,10,9,6,,199,,199,597,3582,526.07
2295375,Low,Mark,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,785465,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015,Netherlands,52.38017008,4.880244011,POINT(4.880244011 52.38017008),Apartment,Entire home/apt,4,2,2,2,4,Real Bed,199,1,0,2,within a few hours,0.9,35,Low,89,9,9,9,9,10,9,70,,199,,199,398,27860,4091.62
2295375,Low,Mark,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,3671495,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 KR,Netherlands,52.37954181,4.880273045,POINT(4.880273045 52.37954181),Apartment,Entire home/apt,4,1,1,1,2,Real Bed,119,1,0,2,within a few hours,0.9,16,Low,90,10,9,9,9,10,9,32,,119,,119,238,7616,1118.51
2295375,Low,Mark,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,1319207,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1015 KR,Netherlands,52.37795757,4.881158053,POINT(4.881158053 52.37795757),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,99,1,0,2,within a few hours,0.9,47,Low,86,9,9,8,9,9,9,94,,99,,99,198,18612,2733.43
2295375,Low,Mark,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,5521414,Centrum-West,Center-West,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1015 DT,Netherlands,52.37825394,4.885045399,POINT(4.885045399 52.37825394),Apartment,Entire home/apt,2,1,1,1,1,Real Bed,169,1,0,2,within a few hours,0.9,0,Low,95,10,10,10,10,9,9,0,,169,,169,338,0,0.00
203202,Low,Sakshin;,2010,POINT(16.0 8.0),16.0 8.0,8.0,16.0,8,16,8/16/2010,8.53,983021,De Baarsjes - Oud-West,The Baarsjes - Old West,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1057,Netherlands,52.37018233,4.854696051,POINT(4.854696051 52.37018233),Apartment,Private room,2,1,1,1,1,Real Bed,57,2,25,3,within an hour,0.98,32,Low,85,9,9,9,9,8,8,64,,,57,57,171,10944,1283.07
2296088,Low,Luis & Lot,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,3850974,De Pijp - Rivierenbuurt,Pipe - Rivierenbuurt,Amsterdam,Top 5,Amsterdam,North Holland,North Holland,1073 CE,Netherlands,52.35474799,4.896507811,POINT(4.896507811 52.35474799),Apartment,Entire home/apt,4,2,2,2,2,Real Bed,190,1,0,3,within a few hours,1,4,Low,95,10,9,10,10,10,9,8,,190,,190,570,4560,669.70
2296442,Low,Valerio,2012,POINT(5.0 5.0),5.0 5.0,5.0,5.0,5,5,5/5/2012,6.81,4910940,Centrum-Oost,Center-East,Amsterdam,Top 5,Amsterdam,Noord-Holland,North Holland,1018,Netherlands,52.36903262,4.929725386,POINT(4.929725386 52.36903262),Apartment,Entire home/apt,3,1,0,0,2,Real Bed,101,1,0,1,within an hour,1,14,Low,96,9,10,9,10,9,9,28,,101,,101,101,2828,415.33
